series;model;train_time;val_MAE;val_RMSE;val_sMAPE;test_MAE;test_RMSE;test_sMAPE;error_occurred
B;GRU (64u, 24w, 150e, 32b);17,2417;2,7798;3,7052;2,7802;3,4848;4,0205;3,4854;False
B;GRU (64u, 24w, 30e, 64b);9,0803;3,7857;4,3687;3,7734;3,3324;4,0667;3,3259;False
B;GRU (64u, 24w, 50e, 64b);9,8105;3,7182;4,3290;3,7063;3,3260;4,0288;3,3195;False
B;GRU (64u, 24w, 100e, 64b);12,1532;3,7083;4,3339;3,6963;3,2896;4,0098;3,2830;False
B;GRU (64u, 24w, 150e, 64b);15,5801;3,7138;4,3311;3,7018;3,2813;4,0079;3,2748;False
B;GRU (128u, 3w, 30e, 16b);8,1027;3,6640;4,2958;3,6523;3,3417;4,0448;3,3350;False
B;GRU (128u, 3w, 50e, 16b);9,7048;3,6120;4,2691;3,6003;3,3469;4,0522;3,3401;False
B;GRU (128u, 3w, 100e, 16b);13,2450;3,5874;4,2784;3,5756;3,3342;4,0756;3,3274;False
B;GRU (128u, 3w, 150e, 16b);15,5295;3,5390;4,2310;3,5273;3,4249;4,1640;3,4184;False
B;GRU (128u, 3w, 30e, 32b);8,0087;3,6788;4,3016;3,6672;3,3549;4,0468;3,3482;False
B;GRU (128u, 3w, 50e, 32b);8,9256;3,6430;4,2860;3,6313;3,3458;4,0414;3,3391;False
B;GRU (128u, 3w, 100e, 32b);11,2096;3,6163;4,2713;3,6046;3,3434;4,0498;3,3366;False
B;GRU (128u, 3w, 150e, 32b);14,2560;3,5703;4,2495;3,5585;3,3735;4,0853;3,3668;False
B;GRU (128u, 3w, 30e, 64b);8,6488;3,6301;4,3136;3,6183;3,3957;4,0845;3,3890;False
B;GRU (128u, 3w, 50e, 64b);8,8455;3,6991;4,3111;3,6874;3,3568;4,0551;3,3501;False
B;GRU (128u, 3w, 100e, 64b);11,4006;3,6482;4,2898;3,6365;3,3392;4,0425;3,3325;False
B;GRU (128u, 3w, 150e, 64b);14,9323;3,6093;4,2687;3,5976;3,3420;4,0538;3,3352;False
B;GRU (128u, 6w, 30e, 16b);8,2696;3,5950;4,2784;3,5836;3,3710;4,0631;3,3641;False
B;GRU (128u, 6w, 50e, 16b);9,1264;3,5360;4,2652;3,5253;3,4275;4,1305;3,4203;False
B;GRU (128u, 6w, 100e, 16b);11,6581;4,5512;5,5153;4,5325;4,1474;5,2306;4,1336;False
B;GRU (128u, 6w, 150e, 16b);16,9578;5,5656;6,6047;5,5396;5,0492;6,1105;5,0314;False
B;GRU (128u, 6w, 30e, 32b);8,6672;3,7286;4,3417;3,7165;3,2994;4,0149;3,2930;False
B;GRU (128u, 6w, 50e, 32b);9,1168;3,6056;4,2948;3,5945;3,4093;4,1314;3,4021;False
B;GRU (128u, 6w, 100e, 32b);12,2148;3,2932;4,2270;3,2799;3,6402;4,3035;3,6353;False
B;GRU (128u, 6w, 150e, 32b);15,3321;5,1468;6,0468;5,1276;4,3117;5,4408;4,2986;False
B;GRU (128u, 6w, 30e, 64b);8,2053;3,7017;4,3271;3,6898;3,3302;4,0280;3,3237;False
B;GRU (128u, 6w, 50e, 64b);8,7504;3,7762;4,3718;3,7638;3,2895;4,0344;3,2832;False
B;GRU (128u, 6w, 100e, 64b);33,2635;3,4704;4,3297;3,4575;3,5066;4,2217;3,5010;False
B;GRU (128u, 6w, 150e, 64b);19,3147;3,3419;4,1842;3,3299;3,5276;4,2075;3,5211;False
B;GRU (128u, 12w, 30e, 16b);9,7242;3,5258;4,2190;3,5142;3,4247;4,1573;3,4179;False
B;GRU (128u, 12w, 50e, 16b);10,7727;2,8647;3,7507;2,8514;3,9377;4,5182;3,9344;False
B;GRU (128u, 12w, 100e, 16b);15,3879;1,6291;2,1375;1,6317;5,8407;6,5663;5,8250;False
B;GRU (128u, 12w, 150e, 16b);17,9972;1,6087;1,9092;1,6051;6,4702;7,3735;6,4413;False
B;GRU (128u, 12w, 30e, 32b);8,0108;3,7773;4,3743;3,7649;3,2925;4,0464;3,2863;False
B;GRU (128u, 12w, 50e, 32b);8,7207;3,6942;4,3219;3,6823;3,3113;4,0270;3,3047;False
B;GRU (128u, 12w, 100e, 32b);12,2726;2,3452;3,3476;2,3342;4,2782;4,8547;4,2738;False
B;GRU (128u, 12w, 150e, 32b);14,7136;1,5942;2,5162;1,5929;4,8190;5,4825;4,8128;False
B;GRU (128u, 12w, 30e, 64b);7,4592;3,7080;4,3231;3,6961;3,3303;4,0285;3,3238;False
B;GRU (128u, 12w, 50e, 64b);8,4221;3,7254;4,3405;3,7132;3,2934;4,0167;3,2870;False
B;GRU (128u, 12w, 100e, 64b);10,8575;3,6329;4,2480;3,6212;3,4265;4,1028;3,4196;False
B;GRU (128u, 12w, 150e, 64b);13,9440;2,6128;3,6357;2,6032;4,3069;4,8665;4,3074;False
B;GRU (128u, 18w, 30e, 16b);8,4661;3,6792;4,3652;3,6677;3,3404;4,1407;3,3334;False
B;GRU (128u, 18w, 50e, 16b);10,6909;3,5970;4,2768;3,5856;3,6825;4,4453;3,6761;False
B;GRU (128u, 18w, 100e, 16b);15,4564;2,1462;2,9690;2,1390;5,5629;6,1932;5,5554;False
B;GRU (128u, 18w, 150e, 16b);19,4859;1,1210;1,4796;1,1139;5,7087;6,4518;5,7067;False
B;GRU (128u, 18w, 30e, 32b);9,1014;3,7576;4,3623;3,7452;3,2812;4,0185;3,2750;False
B;GRU (128u, 18w, 50e, 32b);10,0531;3,7150;4,3341;3,7029;3,3031;4,0207;3,2966;False
B;GRU (128u, 18w, 100e, 32b);13,9033;3,5578;4,2073;3,5456;3,9309;4,6907;3,9234;False
B;GRU (128u, 18w, 150e, 32b);18,0846;3,1772;3,8141;3,1631;4,7942;5,3897;4,7866;False
B;GRU (128u, 18w, 30e, 64b);10,1686;3,6325;4,3697;3,6205;3,3903;4,1087;3,3839;False
B;GRU (128u, 18w, 50e, 64b);10,8058;3,7924;4,3891;3,7797;3,2713;4,0343;3,2652;False
B;GRU (128u, 18w, 100e, 64b);13,8742;3,6273;4,6731;3,6158;3,6655;4,5144;3,6619;False
B;GRU (128u, 18w, 150e, 64b);16,8045;3,2470;4,1695;3,2347;3,9963;4,7189;3,9927;False
B;GRU (128u, 24w, 30e, 16b);9,2839;3,6437;4,3295;3,6319;3,3414;4,0627;3,3346;False
B;GRU (128u, 24w, 50e, 16b);11,4255;3,6281;4,2935;3,6164;3,3493;4,0604;3,3425;False
B;GRU (128u, 24w, 100e, 16b);16,2181;1,5853;2,3404;1,5761;4,5904;5,0486;4,5871;False
B;GRU (128u, 24w, 150e, 16b);21,5556;1,2752;1,5972;1,2689;6,0769;7,3381;6,0615;False
B;GRU (128u, 24w, 30e, 32b);10,2139;3,7448;4,3495;3,7327;3,2997;4,0248;3,2934;False
B;GRU (128u, 24w, 50e, 32b);12,7181;3,6904;4,3224;3,6784;3,3073;4,0163;3,3007;False
B;GRU (128u, 24w, 100e, 32b);16,0202;1,6997;2,2630;1,6950;5,3287;5,8265;5,3199;False
B;GRU (128u, 24w, 150e, 32b);20,2702;2,1840;2,8986;2,1693;4,1416;4,6758;4,1396;False
B;GRU (128u, 24w, 30e, 64b);9,2504;3,7942;4,3801;3,7818;3,3220;4,0696;3,3156;False
B;GRU (128u, 24w, 50e, 64b);10,6037;3,7252;4,3358;3,7132;3,3156;4,0256;3,3092;False
B;GRU (128u, 24w, 100e, 64b);13,7485;3,6762;4,3077;3,6645;3,3226;4,0311;3,3158;False
B;GRU (128u, 24w, 150e, 64b);16,7923;3,1246;4,0424;3,1146;3,3822;4,0817;3,3787;False
