series;model;train_time;val_MAE;val_RMSE;val_sMAPE;test_MAE;test_RMSE;test_sMAPE;error_occurred
A;LSTM (32u, 24w, 100e, 16b);19,4685;0,0769;0,1016;2,8405;0,2896;0,3124;10,2780;False
A;LSTM (32u, 24w, 100e, 32b);16,3657;0,0598;0,0813;2,2038;0,2521;0,2726;8,8820;False
A;LSTM (32u, 24w, 100e, 64b);13,5715;0,0578;0,0781;2,1313;0,2414;0,2610;8,4856;False
A;LSTM (32u, 24w, 150e, 16b);25,2451;0,1307;0,1612;4,8993;0,3582;0,3855;12,8930;False
A;LSTM (32u, 24w, 150e, 32b);19,7812;0,0784;0,1033;2,8974;0,2914;0,3144;10,3461;False
A;LSTM (32u, 24w, 150e, 64b);16,5473;0,0692;0,0928;2,5525;0,2755;0,2975;9,7495;False
A;LSTM (64u, 3w, 50e, 16b);10,4583;0,2404;0,2635;8,4537;0,0798;0,1054;2,7399;False
A;LSTM (64u, 3w, 50e, 32b);15,9280;0,8338;1,0340;24,9767;0,6694;0,8852;18,8731;False
A;LSTM (64u, 3w, 50e, 64b);9,3933;3,1139;4,6250;56,1792;3,1189;4,7664;51,7503;False
A;LSTM (64u, 3w, 100e, 16b);13,4474;0,0798;0,1040;2,9466;0,2770;0,3036;9,8081;False
A;LSTM (64u, 3w, 100e, 32b);11,9921;0,1595;0,1733;5,7344;0,0939;0,1185;3,2481;False
A;LSTM (64u, 3w, 100e, 64b);11,6585;1,1161;1,4306;31,1292;0,9670;1,3152;25,2542;False
A;LSTM (64u, 3w, 150e, 16b);16,2213;0,1342;0,1641;5,0331;0,3467;0,3811;12,4604;False
A;LSTM (64u, 3w, 150e, 32b);14,7247;0,1445;0,1756;5,4346;0,3577;0,3938;12,8876;False
A;LSTM (64u, 3w, 150e, 64b);13,8450;0,3728;0,4255;12,6257;0,1973;0,2392;6,3980;False
A;LSTM (64u, 6w, 50e, 16b);10,6659;0,1040;0,1317;3,8673;0,3153;0,3449;11,2519;False
A;LSTM (64u, 6w, 50e, 32b);9,8916;0,0865;0,0975;3,1748;0,1754;0,1928;6,0936;False
A;LSTM (64u, 6w, 50e, 64b);9,6290;0,2649;0,2930;9,2449;0,0979;0,1220;3,3163;False
A;LSTM (64u, 6w, 100e, 16b);14,3766;0,2127;0,2515;8,1569;0,4371;0,4779;16,0184;False
A;LSTM (64u, 6w, 100e, 32b);14,3700;0,0884;0,0992;3,2452;0,1739;0,1923;6,0391;False
A;LSTM (64u, 6w, 100e, 64b);12,6033;0,1979;0,2161;7,0377;0,0727;0,0998;2,5219;False
A;LSTM (64u, 6w, 150e, 16b);18,4360;0,3052;0,3250;10,6249;0,1175;0,1337;3,9731;False
A;LSTM (64u, 6w, 150e, 32b);15,8901;0,2008;0,2154;7,1589;0,0663;0,0988;2,3032;False
A;LSTM (64u, 6w, 150e, 64b);14,6447;0,1630;0,1759;5,8609;0,0922;0,1163;3,1859;False
A;LSTM (64u, 12w, 50e, 16b);12,4022;0,2562;0,2737;9,0172;0,0826;0,1023;2,8344;False
A;LSTM (64u, 12w, 50e, 32b);10,8583;0,0835;0,0942;3,0642;0,1785;0,1949;6,2070;False
A;LSTM (64u, 12w, 50e, 64b);10,3204;0,1112;0,1190;4,0494;0,1471;0,1644;5,0928;False
A;LSTM (64u, 12w, 100e, 16b);32,6841;0,1780;0,2138;6,7647;0,4091;0,4417;14,8878;False
A;LSTM (64u, 12w, 100e, 32b);14,8233;0,0653;0,0884;2,4063;0,2681;0,2897;9,4759;False
A;LSTM (64u, 12w, 100e, 64b);13,5620;0,0703;0,0853;2,5904;0,1942;0,2113;6,7695;False
A;LSTM (64u, 12w, 150e, 16b);21,8426;0,0923;0,1198;3,4237;0,3107;0,3360;11,0749;False
